# OptiScaler.ini 注释汉化词典 A
# 格式：英文<Tab>中文          —— 需要翻译
#        纯英文（无 Tab）        —— 有意保持原样
# 匹配为空白归一化，源文件里的对齐空格/制表符差异不影响命中。
Relax resolution checks for Hudless by 32 pixels	将无 HUD 图像的分辨率检查放宽 32 像素
Rename Reshade dll to ReShade64.dll, put next to OptiScaler and set to true	将 Reshade dll 重命名为 ReShade64.dll 并放到 OptiScaler 旁边，然后设为 true
Render presets for quality settings	画质设置的渲染预设
Required for Nukem's mod, also lets RTX40xx series users use DLSSG without HAGS enabled	Nukem MOD 所需，同时让 RTX40xx 系列用户在不启用 HAGS 的情况下使用 DLSSG
Requires DMFG to be enabled	需要启用 DMFG
Requires Streamline 2.11	需要 Streamline 2.11
Resource tracking is always enabled regardless of Hudfix setting	无论 Hudfix 设置如何，资源跟踪始终启用
Restore last used compute signature after upscaling	超分后恢复上次使用的计算签名
Restore last used graphics signature after upscaling	超分后恢复上次使用的图形签名
Rounds internal resolutions width and height to multiple of this value	将内部渲染分辨率的宽高舍入为该值的整数倍
Scale depth buffer according to DepthScaleMax value	根据 DepthScaleMax 值缩放深度缓冲
Scale value for EnableDepthScale	EnableDepthScale 的缩放值
Seems to be displaying just the interpolated frames	似乎只显示插值帧
Select Upscaler for Dx11 games	为 Dx11 游戏选择超分器
Select Upscaler for Dx12 games	为 Dx12 游戏选择超分器
Select Upscaler for Vulkan games	为 Vulkan 游戏选择超分器
Select XeSS network model	选择 XeSS 网络模型
Select internal FSR4 preset to use	选择要使用的 FSR4 内置预设
Selected FG Input/Source	选定的 FG 输入/来源
Selected FG Nvngx Replacement	选定的 FG Nvngx 替换
Selected FG Output	选定的 FG 输出
Selects FG backend for FFX	为 FFX 选择 FG 后端
Selects upscaler backend for FSR3.X/4	为 FSR3.X/4 选择超分后端
Set Custom Upscaling Ratio for each quality mode	为每种画质模式设置自定义超分比例
Set the forced Upscale Ratio value	设置强制超分比例值
Set this to true to enable Custom quality mode overrides	设为 true 以启用自定义画质模式覆盖
Set this to true to enable custom render preset overrides	设为 true 以启用自定义渲染预设覆盖
Set this to true to enable limiting DRS max resolution to Rendering resolution	设为 true 以启用将 DRS 最大分辨率限制为渲染分辨率
Set this to true to enable limiting DRS min resolution to Rendering resolution	设为 true 以启用将 DRS 最小分辨率限制为渲染分辨率
Set this to true to enable the internal Resolution Override	设为 true 以启用内部分辨率覆盖
Sets Accumulation added per frame for FSR3.1.4 and above	为 FSR3.1.4 及以上版本设置每帧增加的累积量
Sets Minimum Disocclusion Accumulation for FSR3.1.4 and above	为 FSR3.1.4 及以上版本设置最小去遮挡累积量
Sets Reactiveness Scale for FSR3.1.4 and above	为 FSR3.1.4 及以上版本设置响应性缩放
Sets Shading Scale for FSR3.1.4 and above	为 FSR3.1.4 及以上版本设置着色缩放
Sets Velocity Factor for FSR3.1.1 and above	为 FSR3.1.1 及以上版本设置速度因子
Sets camera far value for FSR and FSR FG	为 FSR 和 FSR FG 设置相机远平面值
Sets camera near value for FSR and FSR FG	为 FSR 和 FSR FG 设置相机近平面值
Sets camera vertical FOV value for FSR and FSR FG	为 FSR 和 FSR FG 设置相机垂直 FOV 值
Sets interpolated frame count (MFG)	设置插值帧数量（MFG）
Sets safety margin	设置安全余量
Sets the FPS target for dynamic multi frame generation	设置动态多帧生成的 FPS 目标
Sets the type of a provided UI texture, with DrawUIOverFG + FSR FG it will change how the UI looks	设置所提供的 UI 纹理类型；与 DrawUIOverFG + FSR FG 同用时会改变 UI 的显示效果
Sets variance factor	设置方差因子
Setting it false most probably cause occasional garbling	设为 false 很可能偶尔导致画面错乱
Sharpening will be added or removed according to motion length	将根据运动长度增加或减少锐化
Shortcut key for FG enabled/disabled	启用/禁用 FG 的快捷键
Shortcut key for FPS overlay	FPS 叠加层的快捷键
Shortcut key for FPS overlay type cycle	切换 FPS 叠加层类型的快捷键
Shortcut key for opening menu	打开菜单的快捷键
Should a log file be created	是否创建日志文件
Simulate waitable object event signals for FG swapchain	为 FG 交换链模拟可等待对象的事件信号
Skip ResizeBuffers call to swapchain	跳过对交换链的 ResizeBuffers 调用
Skip hooking of local nvngx files and only hook nvngx at registry	跳过对本地 nvngx 文件的挂钩，仅挂钩注册表中的 nvngx
Skip overriding on point filters	跳过对点采样过滤器的覆盖
Skip setting HDR colorspace	跳过设置 HDR 色彩空间
Skips DXGI GPU spoofing when caller method in the list (example: slInit|slGetPluginFunction|nvapi_QueryInterface)	当调用方方法在列表中时跳过 DXGI GPU 伪装（例如：slInit|slGetPluginFunction|nvapi_QueryInterface）
Skips pre ini checks for XeFG	跳过 XeFG 的 ini 预检查
Skips upscaling of n frames	跳过 n 帧的超分
Some Unreal Engine games need this, fixes colors specially in dark areas	部分虚幻引擎游戏需要此项，可修复颜色问题，尤其是暗部
Sometimes also required for DLSS/DLSSG to show up	有时也是 DLSS/DLSSG 能够显示出来的必要条件
Spoof amount of VRAM for DXGI	为 DXGI 伪装显存容量
Spoof amount of VRAM for Vulkan	为 Vulkan 伪装显存容量
Spoofed GPU name	伪装的 GPU 名称
Spoofed amount in GBs - Default (auto) is disabled	伪装的容量（GB） - 默认（auto）为禁用
Spoofs Vendor ID, Device ID and Driver Version at registry level	在注册表层面伪装厂商 ID、设备 ID 和驱动版本
Spoofs Vendor ID, Device ID at User32 level	在 User32 层面伪装厂商 ID、设备 ID
Static position of the magnifier, as % of screen	放大镜的静态位置，以屏幕的百分比表示
Strength of Sharpening,	锐化强度，
Sync interval value for V-Sync	垂直同步的同步间隔值
Target DeviceID to be spoofed	要伪装的目标 DeviceID
Target VendorID to be spoofed	要伪装的目标 VendorID
The zoom factor of the magnifier	放大镜的缩放倍率
These settings defines each resources initial resource	这些设置定义各资源的初始资源状态
This includes any tech that replaces Reflex like XeLL or AntiLag 2	包含任何可替代 Reflex 的技术，如 XeLL 或 AntiLag 2
This info is from:	此信息来源于：
This option will prevent warnings/crashes with Luma and some other ReShade mods	此选项可避免与 Luma 及部分其他 ReShade MOD 产生警告/崩溃
This path will be added to paths of Nvngx during init	初始化期间会将此路径加入 Nvngx 的搜索路径
This should fix OptiFG issues with Unity games	这应能修复 OptiFG 在 Unity 游戏中的问题
This should fix double present call issue with	这应能修复以下情况的双重 Present 调用问题：
To load an ASI plugin late, add -loadlate to its filename before the extension, e.g. "myplugin-loadlate.asi"	要延迟加载 ASI 插件，请在其文件名的扩展名前加上 -loadlate，例如 "myplugin-loadlate.asi"
Too high value may increase ghosting. A sufficiently negative value means for pixel coordinate at frame N that is disoccluded,	数值过高可能加重残影。足够负的值表示：对于第 N 帧中发生去遮挡的像素坐标，
Tries to track signature changes to fully restore them	尝试跟踪签名变化以完整恢复它们
Tries to use LatencyFlex even when better options are avaliable	即使有更好的可用选项，也尝试使用 LatencyFlex
Try to find FSR2 methods with pattern matching	尝试通过模式匹配查找 FSR2 方法
Try to find FSR3 methods with pattern matching	尝试通过模式匹配查找 FSR3 方法
